creator_id,creator_name,followers,likes,comments,shares,reach,impressions,engagement_rate,posts,niche,authenticity_score,growth_score,brand_match_score,ratefluencer_score,fake_account,tier
2737,nastasijastosic,31843,2974,163,75,26513,52465,11.614147062069346,860,fashion,100,80,99.0,92.7,0,Elite
2738,wildblend,18301,1522,111,59,24608,31678,8.269503891949805,941,food,100,80,99.0,92.7,0,Elite
2739,meaningfuleats,13314,1381,34,11,21102,40725,10.104020977321216,812,food,100,80,99.0,92.7,0,Elite
2740,what_mollymade,10904,645,17,5,16186,38348,6.823208981699192,914,food,100,80,99.0,92.7,0,Elite
2741,utfoodie,44195,3165,110,66,44554,110961,8.819182941420094,606,food,100,80,99.0,92.7,0,Elite
2742,tiffinandtea,12552,1546,85,41,24846,51402,12.416886760207266,503,food,100,80,99.0,92.7,0,Elite
2743,sclafi,15498,562,21,7,22937,38772,4.789905630875073,682,fashion,100,80,99.0,92.7,0,Elite
2744,billiephilips,22661,2031,142,93,45308,64628,7.087693469541722,974,travel,100,80,99.0,92.7,0,Elite
2745,about_yvi,17532,1356,64,40,22740,34129,6.391607514450614,530,fashion,100,80,99.0,92.7,0,Elite
2746,eatwithxjenn3,15091,450,25,15,12230,24392,4.163950781619091,670,food,100,80,99.0,92.7,0,Elite
2747,wilde_yoga,12809,1164,58,30,10882,16950,8.530986431855121,784,fitness,100,80,99.0,92.7,0,Elite
2748,skozerawski,12041,871,53,36,21555,31412,8.60841467755927,875,fitness,100,80,99.0,92.7,0,Elite
2749,greeneyesgoldsoul,51275,5172,388,182,42834,100647,8.00955086525542,979,fashion,100,80,99.0,92.7,0,Elite
2750,withjenrachel,39007,3255,259,88,34817,43398,10.87720477783986,752,fashion,100,80,99.0,92.7,0,Elite
2751,robertscianna,254282,14892,981,307,311214,609735,7.698098574648689,1734,fitness,100,80,99.0,92.7,0,Elite
2752,emileennisjr,28220,1696,68,31,52691,77631,7.518222637391406,733,fitness,100,80,99.0,92.7,0,Elite
2753,crisacito,14953,980,26,16,28498,45091,7.304992812356997,619,travel,100,80,99.0,92.7,0,Elite
2754,travelmanyroads,12574,1030,60,20,16525,37986,6.9979445759980425,691,travel,100,80,99.0,92.7,0,Elite
2755,devonshirley_,19183,1648,37,23,29635,53930,7.556180690407942,614,travel,100,80,99.0,92.7,0,Elite
2756,krystenpotega,20792,2553,58,20,29106,71763,12.109992912530709,975,travel,100,80,99.0,92.7,0,Elite
2757,jea.ruh,24244,2308,51,17,47790,110248,10.05671744570935,857,food,100,80,99.0,92.7,0,Elite
2758,realfoodwithgratitude,16930,671,19,6,14928,19987,5.642691336514008,592,food,100,80,99.0,92.7,0,Elite
2759,madetobeamomma,11875,830,18,11,17615,41711,6.90639201934043,632,food,100,80,99.0,92.7,0,Elite
2760,nirvana.abdul,24864,2268,126,52,22713,36688,8.963613122678613,618,fashion,100,80,99.0,92.7,0,Elite
2761,csr_horses,17732,1757,108,41,26822,56427,9.571116095243788,585,fitness,100,80,99.0,92.7,0,Elite
2762,vanessa_chef,25022,1750,73,23,29241,42906,8.534943719320182,994,food,100,80,99.0,92.7,0,Elite
2763,burcu_ergin,17815,1801,120,67,16402,33024,9.582885815559496,629,fashion,100,80,99.0,92.7,0,Elite
2764,floackermans,42380,3369,171,74,50817,76626,7.4306492951746,749,fashion,100,80,99.0,92.7,0,Elite
2765,ivysilva97,18693,1880,146,80,33424,41185,10.441873505755584,565,fashion,100,80,99.0,92.7,0,Elite
2766,samaposto,26167,1485,114,60,52215,74058,7.070828636583512,517,fitness,100,80,99.0,92.7,0,Elite
2767,jocelyntreleaven,22719,1515,41,20,22680,44447,7.58755116997817,902,fitness,100,80,99.0,92.7,0,Elite
2768,kneeenur,11397,1028,55,17,14704,29502,8.417150173390826,630,fashion,100,80,99.0,92.7,0,Elite
2769,tinaxzw,13521,903,43,15,13080,23235,9.408269368854462,884,food,100,80,99.0,92.7,0,Elite
2770,richasethii,18530,1237,60,23,25615,33700,7.003193758487043,596,fashion,100,80,99.0,92.7,0,Elite
2771,seandalt,48639,3297,141,78,58648,118978,6.333492696514992,976,travel,100,80,99.0,92.7,0,Elite
2772,mdefined,63122,4633,338,219,112398,254978,8.117154320314294,950,travel,100,80,99.0,92.7,0,Elite
2773,hamb0y,15007,1514,105,36,22082,43062,8.370597889399253,632,travel,100,80,99.0,92.7,0,Elite
2774,bornorigingal,25570,2024,150,90,38559,92193,7.860582952737479,523,fashion,100,80,99.0,92.7,0,Elite
2775,edusaz,32739,1989,69,39,61465,102904,6.5558503023876025,542,fashion,100,80,99.0,92.7,0,Elite
2776,fromtheheelsup,23385,2585,158,101,23553,29830,9.40047015186552,967,fashion,100,80,99.0,92.7,0,Elite
2777,stephdemirj,21744,1285,86,36,30476,46166,6.7710695431050665,552,fashion,100,80,99.0,92.7,0,Elite
2778,lovechauntie,19488,2103,85,32,25505,35454,8.666615202224175,664,fashion,100,80,99.0,92.7,0,Elite
2779,julitakotecka_runner,23605,2041,69,41,24212,43771,7.965164955519181,766,fitness,100,80,99.0,92.7,0,Elite
2780,jeremy_kaplan21,17976,1012,52,32,15173,36281,7.258650619355294,592,fitness,100,80,99.0,92.7,0,Elite
2781,jayna_rylee,14708,1011,55,21,19729,32349,5.3281958176218565,834,fitness,100,80,99.0,92.7,0,Elite
2782,vivafanny,12636,1459,116,38,11049,23944,9.007932666863612,910,fitness,100,80,99.0,92.7,0,Elite
2783,milataillefer,36040,3023,178,109,31659,40580,7.731638129048543,523,fashion,100,80,99.0,92.7,0,Elite
2784,jemimas,18417,1875,41,19,20486,37711,7.886662936923685,594,fitness,100,80,99.0,92.7,0,Elite
2785,abigailbrockman,50257,4594,265,156,85361,174991,10.43715346881935,745,fitness,100,80,99.0,92.7,0,Elite
2786,missmayparis,18620,1743,78,45,17102,27828,10.223182618699894,780,fashion,100,80,99.0,92.7,0,Elite
2787,guymusthave,12058,890,41,24,11136,24283,8.381302473801698,727,fashion,100,80,99.0,92.7,0,Elite
2788,fiioredimaggio,20668,1594,67,39,19046,26869,6.992302913850296,797,fashion,100,80,99.0,92.7,0,Elite
2789,whatgraceeats,14590,1363,88,30,23683,43911,7.703437088245099,720,food,100,80,99.0,92.7,0,Elite
2790,tommyflorez,35596,3285,95,49,44276,84230,9.279397996193294,744,travel,100,80,99.0,92.7,0,Elite
2791,longhairfreakypeople,21608,2132,117,60,20856,40555,9.670138242626791,653,travel,100,80,99.0,92.7,0,Elite
2792,sabixsm,13740,1832,78,41,22726,31883,10.904084831469866,940,travel,100,80,99.0,92.7,0,Elite
2793,cleomlln,12951,987,34,19,21830,40019,8.358214025046763,605,travel,100,80,99.0,92.7,0,Elite
2794,namastayme,11216,1020,75,24,18492,26327,9.936059948016563,542,fitness,100,80,99.0,92.7,0,Elite
2795,linalawnista,13595,1415,88,34,21863,53506,9.896092316910318,606,fashion,100,80,99.0,92.7,0,Elite
2796,danielacaraiman,14613,1478,77,41,21829,51146,10.81619963386858,846,fashion,100,80,99.0,92.7,0,Elite
2797,hmgriff11,22861,2924,170,114,19033,31076,9.966024869910711,961,fitness,100,80,99.0,92.7,0,Elite
2798,shotsofhennessey,30535,1969,142,46,33009,53550,8.251201333929066,710,fitness,100,80,99.0,92.7,0,Elite
2799,zozinette127,25461,2129,116,45,28637,48503,8.94368365520301,720,fashion,100,80,99.0,92.7,0,Elite
2800,blogleticiavale,19336,1563,93,58,28428,48226,7.298141436250095,655,fashion,100,80,99.0,92.7,0,Elite
2801,bakersgirls,20413,2067,56,33,33876,59710,8.097300983394026,602,fashion,100,80,99.0,92.7,0,Elite
2802,moorefitnessvibess,12704,1317,56,33,24785,52981,8.574762669211745,505,fitness,100,80,99.0,92.7,0,Elite
2803,sophianpoulsen,11967,542,35,20,14885,32494,5.507923906244868,569,fitness,100,80,99.0,92.7,0,Elite
2804,hopegronke,30658,2585,120,68,49031,90010,9.23159969417128,536,fitness,100,80,99.0,92.7,0,Elite
2805,christie_miless,12970,840,30,10,23767,54734,7.677724844461109,569,travel,100,80,99.0,92.7,0,Elite
2806,martilenia,14898,1141,64,36,12243,28519,8.316069101941281,600,travel,100,80,99.0,92.7,0,Elite
2807,anyworkingmom,10714,1117,74,47,17366,39148,8.26190292787116,996,travel,100,80,99.0,92.7,0,Elite
2808,tastet.ca,32566,3553,85,46,61156,76581,8.818913341613719,979,food,100,80,99.0,92.7,0,Elite
2809,andreamendi,17153,1448,107,53,19514,41435,11.22853147528464,558,fashion,100,80,99.0,92.7,0,Elite
2810,yesmissy,21840,1260,51,27,28414,53158,7.843426466767911,992,fashion,100,80,99.0,92.7,0,Elite
2811,irenelimanto,10439,644,37,18,16316,36001,8.345661241192898,793,food,100,80,99.0,92.7,0,Elite
2812,thatboheme,15624,878,32,17,18855,27100,8.004754694014894,585,travel,100,80,99.0,92.7,0,Elite
2813,maijakerisalmi,10875,794,25,12,15172,36542,8.962941102734463,543,travel,100,80,99.0,92.7,0,Elite
2814,deliziosavirtu,30280,1888,128,89,26115,37188,6.452018521067008,729,food,100,80,99.0,92.7,0,Elite
2815,terminatetor,11328,874,21,6,21436,32128,7.841066695833422,615,food,100,80,99.0,92.7,0,Elite
2816,mireiambeyourself,53168,3178,248,106,76881,178351,7.438033175605393,549,fashion,100,80,99.0,92.7,0,Elite
2817,shazyzahid,23655,2205,101,48,38409,55003,8.605514658196883,790,fashion,100,80,99.0,92.7,0,Elite
2818,marco_tapio,34070,4066,235,114,36459,81999,10.136068192578014,967,travel,100,80,99.0,92.7,0,Elite
2819,itsvalentinasgram,18539,1053,68,46,23828,30802,5.511367543107006,652,travel,100,80,99.0,92.7,0,Elite
2820,sevenofseptember,17368,1193,68,37,33643,66385,7.908348049195194,626,travel,100,80,99.0,92.7,0,Elite
2821,cocoebaunilha,17557,783,55,24,24158,37093,6.257439974017608,603,food,100,80,99.0,92.7,0,Elite
2822,junesse_,10207,553,11,4,16408,27164,6.957204673165078,851,fashion,100,80,99.0,92.7,0,Elite
2823,kuyetbamai,11663,1040,82,26,18626,44644,10.12780316916792,850,fashion,100,80,99.0,92.7,0,Elite
2824,giulya.90,19490,1339,72,31,37697,72301,6.422425573566335,554,fashion,100,80,99.0,92.7,0,Elite
2825,tlyarncrafts,33570,3053,217,77,65216,148869,7.319788059409078,563,fashion,100,80,99.0,92.7,0,Elite
2826,mrs.litalien,17463,895,32,14,19351,45940,6.048911187263972,778,travel,100,80,99.0,92.7,0,Elite
2827,hellen__2.0__,32153,2482,166,68,44932,65739,8.940668193633371,781,travel,100,80,99.0,92.7,0,Elite
2828,alice_bogni,11461,912,49,21,21393,45099,8.406827018115179,979,travel,100,80,99.0,92.7,0,Elite
2829,mandarinayum,10945,1147,74,27,21175,41837,9.164899449886953,504,food,100,80,99.0,92.7,0,Elite
2830,lanavanhout,34523,4157,87,52,68687,153416,9.991502257954778,900,fitness,100,80,99.0,92.7,0,Elite
2831,sunshineandwaffles,35692,3603,254,130,65391,97746,8.503509691484133,708,fitness,100,80,99.0,92.7,0,Elite
2832,taylorsaxelby,22766,1745,128,53,24046,46122,7.473223060705086,604,fashion,100,80,99.0,92.7,0,Elite
2833,rikelila,12314,646,38,25,13887,25407,7.442814700624237,656,fashion,100,80,99.0,92.7,0,Elite
2834,artbecomesyou,23601,2451,117,40,43576,69470,11.08731942903757,752,fashion,100,80,99.0,92.7,0,Elite
2835,raquelaserranom,43067,2676,142,69,51785,106192,4.795128414033435,749,fashion,100,80,99.0,92.7,0,Elite
2836,dougiejoseph,33830,2668,180,100,39585,78329,7.205533388138643,559,fashion,100,80,99.0,92.7,0,Elite
2837,theluxurybelle,10275,1012,42,18,10146,13297,8.94570345694798,810,fashion,100,80,99.0,92.7,0,Elite
2838,fleurandrea,46123,3387,132,90,66888,158924,7.06574646636838,992,fashion,100,80,99.0,92.7,0,Elite
2839,aoibhmurphy,18181,1545,70,40,26502,57451,10.00067924124919,826,fashion,100,80,99.0,92.7,0,Elite
2840,dashing_darlin,57165,5209,195,128,69003,88590,10.353436545988604,796,fashion,100,80,99.0,92.7,0,Elite
2841,jesspennartz,16086,1670,89,59,23139,45334,10.375887769978249,790,fashion,100,80,99.0,92.7,0,Elite
2842,nadja.lucena,21467,1831,39,20,33416,72488,7.800521822074184,734,fitness,100,80,99.0,92.7,0,Elite
2843,amigofit_,35536,2287,66,24,40597,70971,7.515891703859901,527,fitness,100,80,99.0,92.7,0,Elite
2844,michaelaaroncarico,36478,3439,241,149,37680,69643,8.727059644898729,887,fitness,100,80,99.0,92.7,0,Elite
2845,hannahcormier,39630,3440,240,88,47549,97359,9.003581187768821,922,fitness,100,80,99.0,92.7,0,Elite
2846,nik_dellamonica,15582,1107,53,24,14086,30902,6.275653183851274,744,fitness,100,80,99.0,92.7,0,Elite
2847,nickalexanderj,45925,4303,188,94,60171,90509,7.801620172801443,665,fitness,100,80,99.0,92.7,0,Elite
2848,thileywithlove,21010,1768,89,58,35809,60861,7.664956386263855,926,fashion,100,80,99.0,92.7,0,Elite
2849,dressing_rachel,23355,1773,114,76,21167,37917,9.013454694470871,853,fashion,100,80,99.0,92.7,0,Elite
2850,robyzavo,38402,4498,326,209,48959,80065,10.303564096447312,673,fashion,100,80,99.0,92.7,0,Elite
2851,jadetamaralewis,22763,1221,82,40,45169,62146,6.328888870120824,608,fashion,100,80,99.0,92.7,0,Elite
2852,kennethquinnstyles,11556,1061,82,25,19046,45330,8.279857278369043,795,fashion,100,80,99.0,92.7,0,Elite
2853,lifethroughchocolate,23045,1160,35,16,19454,29667,5.070390050433394,857,food,100,80,99.0,92.7,0,Elite
2854,inesananasehortela,16139,1347,47,21,29559,36265,6.86567773178108,983,food,100,80,99.0,92.7,0,Elite
2855,oliveandartisan,12232,586,42,23,20290,24933,6.757641868685787,797,food,100,80,99.0,92.7,0,Elite
2856,marysolorzano,30569,3458,186,75,34223,42720,9.238756699951187,600,fashion,100,80,99.0,92.7,0,Elite
2857,thebutterhalf_,12921,1631,63,41,16161,36753,10.601742069233604,719,food,100,80,99.0,92.7,0,Elite
2858,theblondestories,19365,2179,138,74,24732,30852,9.364075912561653,795,fashion,100,80,99.0,92.7,0,Elite
2859,miss_yanyi,43950,3367,173,52,56890,89026,6.182776150720519,622,fashion,100,80,99.0,92.7,0,Elite
2860,duhhitsmitch,20841,1394,36,18,40494,49072,7.199240909189175,513,fitness,100,80,99.0,92.7,0,Elite
2861,larissas_journey_with_chico,10640,826,36,23,21223,30771,7.513386666329432,534,fitness,100,80,99.0,92.7,0,Elite
2862,mirallegro,10630,755,47,31,10058,21987,7.026244220911077,576,fitness,100,80,99.0,92.7,0,Elite
2863,styledbycait,18535,1402,65,43,21160,31074,7.936139406033034,602,fashion,100,80,99.0,92.7,0,Elite
2864,sandiegoeats,20982,1825,52,30,41074,92875,8.1032615171425,703,food,100,80,99.0,92.7,0,Elite
2865,anadodia,12217,699,51,15,14727,26658,7.412908824442847,855,fashion,100,80,99.0,92.7,0,Elite
2866,rebekaheller,36179,2744,193,65,47709,94869,6.049563750338195,617,fashion,100,80,99.0,92.7,0,Elite
2867,smart_lilcookie,13304,1318,100,53,25990,54654,8.94971844785902,595,food,100,80,99.0,92.7,0,Elite
2868,helloimroy,29015,2423,191,96,37931,58549,7.360433327076636,688,travel,100,80,99.0,92.7,0,Elite
2869,onechicktravels,23139,1621,63,32,23053,54303,7.4839136548306735,816,travel,100,80,99.0,92.7,0,Elite
2870,heather.stacey,19872,2039,109,40,18382,32954,7.9994224911652,720,travel,100,80,99.0,92.7,0,Elite
2871,samanthashakiraclarke,78252,1458,61,19,91955,171624,1.4865498998349942,930,travel,100,80,99.0,92.7,0,Elite
2872,styleista_ca,15600,1706,128,51,19697,34703,8.572618550601701,853,fashion,100,80,99.0,92.7,0,Elite
2873,meagflora,55038,4599,302,163,108457,219794,10.200186220272087,779,fashion,100,80,99.0,92.7,0,Elite
2874,besotrendy,21569,1708,50,20,36409,67625,6.628237524101423,995,fashion,100,80,99.0,92.7,0,Elite
2875,julesalamode,16157,1044,29,10,23681,36573,7.908585408112806,988,fashion,100,80,99.0,92.7,0,Elite
2876,lozziebrown_yoga,18933,1997,104,53,30928,46085,10.33039710591785,505,fitness,100,80,99.0,92.7,0,Elite
2877,olgahelenao,24122,2796,193,62,41218,65063,11.075391718967936,705,fitness,100,80,99.0,92.7,0,Elite
2878,simplelifepatterns,14697,1180,62,24,25809,53848,6.455790816327548,830,fashion,100,80,99.0,92.7,0,Elite
2879,allisonmathisjones,11085,567,28,14,14942,29511,7.077895190836809,810,fashion,100,80,99.0,92.7,0,Elite
2880,bild21_fotostudio,10391,1143,28,19,17493,22770,8.858354432514771,577,fashion,100,80,99.0,92.7,0,Elite
2881,maclainefarrell,43467,2610,183,81,74782,157307,6.68393602951879,854,fashion,100,80,99.0,92.7,0,Elite
2882,gavinbeasley,35771,2462,123,85,44613,56716,6.86467498460687,683,fitness,100,80,99.0,92.7,0,Elite
2883,mentormemd,15712,728,46,14,30711,45287,5.348502294272472,680,fashion,100,80,99.0,92.7,0,Elite
2884,thecollegecatwalk,20064,1825,75,30,29685,60913,8.131234847739485,527,fashion,100,80,99.0,92.7,0,Elite
2885,the_hunger_diaries,29304,1755,89,48,27169,39082,6.670588367389563,776,food,100,80,99.0,92.7,0,Elite
2886,lotusbouchecousue,23613,2066,45,30,36375,90183,6.910241057508113,946,travel,100,80,99.0,92.7,0,Elite
2887,lifetastesgoood,37568,1812,117,39,33293,70299,3.995261964201237,829,food,100,80,99.0,92.7,0,Elite
2888,avalon.hope,10308,824,23,9,18539,30586,7.146040277492468,897,fitness,100,80,99.0,92.7,0,Elite
2889,starfish_band,28926,1595,123,77,56860,103947,4.865292489169244,570,fitness,100,80,99.0,92.7,0,Elite
2890,romig_fitness,17618,1377,106,46,32550,72859,6.778300333218868,922,fitness,100,80,99.0,92.7,0,Elite
2891,natalieyco,33233,3997,207,82,65293,79309,10.492204043166817,801,fitness,100,80,99.0,92.7,0,Elite
2892,yasmines_home,11694,967,50,26,14592,19266,7.704506622130237,650,fashion,100,80,99.0,92.7,0,Elite
2893,wideawakearthquake,42516,4800,205,111,51561,62305,9.485182692077322,715,fashion,100,80,99.0,92.7,0,Elite
2894,juliaverbij,14027,1348,39,26,12381,23919,7.884943354973696,631,fashion,100,80,99.0,92.7,0,Elite
2895,therealdjazel,27576,1478,97,57,50187,69213,6.6981284889025146,585,fitness,100,80,99.0,92.7,0,Elite
2896,alexperthfoodie,13151,960,63,31,15219,26441,9.313028227963668,657,food,100,80,99.0,92.7,0,Elite
2897,littlefashionstylist,43437,4676,136,54,84041,185441,10.31873852815869,590,fashion,100,80,99.0,92.7,0,Elite
2898,uhmlady,45816,4235,249,89,71449,138455,8.00860812765246,724,fashion,100,80,99.0,92.7,0,Elite
2899,ironnsalt,22341,1583,91,48,30684,76254,9.113619338656296,958,fashion,100,80,99.0,92.7,0,Elite
2900,ranirockert,14969,986,30,11,27241,59899,9.244695892639012,919,fashion,100,80,99.0,92.7,0,Elite
2901,marine_macaron,53597,4116,315,126,53855,104779,8.204287976464265,847,fashion,100,80,99.0,92.7,0,Elite
2902,kitajess,18585,1385,69,21,17756,34076,7.210445433766313,719,fitness,100,80,99.0,92.7,0,Elite
2903,stacieha,14419,958,60,19,25880,54224,8.439700914452475,979,fashion,100,80,99.0,92.7,0,Elite
2904,paul_juchima,43628,1760,109,61,80220,102612,4.900822160545022,767,fashion,100,80,99.0,92.7,0,Elite
2905,sterlingmcdavid,12026,783,28,18,21907,27497,7.193595371848898,549,fashion,100,80,99.0,92.7,0,Elite
2906,topknot_tonya,25537,1774,117,68,30194,67465,9.315668596507065,632,fitness,100,80,99.0,92.7,0,Elite
2907,oamato,14878,1363,49,28,14921,21946,9.039095496708796,914,fitness,100,80,99.0,92.7,0,Elite
2908,lucieags,11438,691,15,4,9984,24660,5.642146135977647,698,fitness,100,80,99.0,92.7,0,Elite
2909,liberta.h,27119,1889,143,51,24537,52102,7.085788367962207,704,fashion,100,80,99.0,92.7,0,Elite
2910,lexibeal,10226,692,31,18,13386,25112,9.32345268242172,599,fitness,100,80,99.0,92.7,0,Elite
2911,naomilovesu,15322,1079,54,18,28362,52963,7.4916952294863055,785,fitness,100,80,99.0,92.7,0,Elite
2912,therealslimsadie15,10264,851,25,12,10527,23319,10.30531517268573,916,fitness,100,80,99.0,92.7,0,Elite
2913,mydenverdelights,10568,885,24,10,16131,29836,8.886466527813644,574,food,100,80,99.0,92.7,0,Elite
2914,productpoet,11276,1107,49,26,18280,22790,8.492305441212805,558,food,100,80,99.0,92.7,0,Elite
2915,modernflourish,20211,1285,43,22,20713,50037,8.552736746740768,501,food,100,80,99.0,92.7,0,Elite
2916,shewa_jay,36744,3649,212,98,56637,87137,8.533198404014286,725,fashion,100,80,99.0,92.7,0,Elite
2917,lizkao,21176,1612,85,25,19513,45057,9.725246584097164,898,fashion,100,80,99.0,92.7,0,Elite
2918,evie_annie,10980,914,22,12,16677,32514,8.50453943439968,506,fashion,100,80,99.0,92.7,0,Elite
2919,grasilee,10507,1035,38,15,19849,40626,8.904235169811393,977,travel,100,80,99.0,92.7,0,Elite
2920,aboutabbyblog,33235,2893,147,73,35777,88405,8.384518613405525,847,fashion,100,80,99.0,92.7,0,Elite
2921,_isifit,14017,744,15,8,15306,37393,7.292829719402902,748,fitness,100,80,99.0,92.7,0,Elite
2922,shaun.lyle,11217,1067,50,15,16936,21694,8.389611340690935,822,fashion,100,80,99.0,92.7,0,Elite
2923,telmotrenado,43635,3336,93,55,72845,160070,6.949913289140344,872,fashion,100,80,99.0,92.7,0,Elite
2924,dani_girlsofto,13510,1208,57,36,16876,33098,8.404570756915062,877,fashion,100,80,99.0,92.7,0,Elite
2925,balcellsalbert,19030,1396,89,49,16379,19656,6.925425459645792,962,fashion,100,80,99.0,92.7,0,Elite
2926,holisticrx,29661,1652,104,40,53745,108450,4.460179374857487,644,fitness,100,80,99.0,92.7,0,Elite
2927,misslauradavidson,14901,1307,68,25,16770,35792,7.378598163181704,555,fitness,100,80,99.0,92.7,0,Elite
2928,fitnesskriegerin,30897,3278,236,89,57135,91784,9.763022838782682,615,fitness,100,80,99.0,92.7,0,Elite
2929,thetrendytomboy,47839,4041,172,71,57593,73371,8.53345804955451,703,fashion,100,80,99.0,92.7,0,Elite
2930,raspberryglow,10851,810,56,17,16133,33041,9.05106719315044,593,fashion,100,80,99.0,92.7,0,Elite
2931,tassomartina,15212,686,34,12,13183,26062,5.336483071926099,594,fashion,100,80,99.0,92.7,0,Elite
2932,fooodeelicious,39597,2899,152,94,73803,184415,7.799526469224843,689,food,100,80,99.0,92.7,0,Elite
2933,fitbakeryit,27987,1215,62,25,42566,61214,5.181775483896989,963,food,100,80,99.0,92.7,0,Elite
2934,helloevi,10385,1130,25,15,10361,12452,9.431902464197885,592,travel,100,80,99.0,92.7,0,Elite
2935,thestylishnotes,14185,1454,96,39,21602,38133,9.920358425799067,939,travel,100,80,99.0,92.7,0,Elite
2936,akilacristiano,13124,1032,52,18,12182,15181,7.253222188833523,923,travel,100,80,99.0,92.7,0,Elite
2937,donadolani,10786,831,27,18,20153,30452,8.296196433951764,622,fashion,100,80,99.0,92.7,0,Elite
2938,treybaxter1,21388,2016,77,36,21666,39737,8.485563501479525,934,fitness,100,80,99.0,92.7,0,Elite
2939,timbo_slic3d,26204,1131,82,55,32234,70886,5.899523597673811,665,fitness,100,80,99.0,92.7,0,Elite
2940,besosalina,13110,1304,56,22,17859,21723,10.900140422780378,687,fashion,100,80,99.0,92.7,0,Elite
2941,jolien_brx,25338,1893,41,21,33503,53609,7.114342060466735,623,fitness,100,80,99.0,92.7,0,Elite
2942,fit_king_ob,15899,1840,82,41,25125,52227,9.899223635692485,792,fitness,100,80,99.0,92.7,0,Elite
2943,theeccentricmisfit,10401,612,12,7,17821,30696,6.554831831921977,697,fashion,100,80,99.0,92.7,0,Elite
2944,sophievalentina_,14346,1446,91,40,11995,25535,9.605569408157423,758,fashion,100,80,99.0,92.7,0,Elite
2945,emilyember,12047,1255,97,35,16512,21492,9.854272366525551,676,travel,100,80,99.0,92.7,0,Elite
2946,l.tiff,33423,2952,192,62,46054,57157,8.242257538500697,553,travel,100,80,99.0,92.7,0,Elite
2947,mrlukechristian,10442,547,27,15,9240,16100,5.868425577843064,870,travel,100,80,99.0,92.7,0,Elite
2948,iamtherodzilla,32042,3328,213,104,38762,54034,9.439476748179649,950,travel,100,80,99.0,92.7,0,Elite
2949,julstiffany,18468,1348,76,47,28150,63114,7.129598116157246,726,travel,100,80,99.0,92.7,0,Elite
2950,slimmingworld_bloke,12615,870,23,8,20607,26215,7.508258404213505,666,food,100,80,99.0,92.7,0,Elite
2951,veganismoporamor,34853,2615,140,71,33868,49373,7.30889524534315,709,food,100,80,99.0,92.7,0,Elite
2952,rocknrachelle,14548,1084,23,7,14231,27075,9.35119152048644,780,fashion,100,80,99.0,92.7,0,Elite
2953,pinkpineappple,12814,1259,55,28,22079,53277,9.467445885175303,544,fashion,100,80,99.0,92.7,0,Elite
2954,da3.14,29007,1896,134,84,57967,88165,8.56018538188013,908,travel,100,80,99.0,92.7,0,Elite
2955,jositododia,34737,2247,174,55,45968,69072,7.989146798255284,679,travel,100,80,99.0,92.7,0,Elite
2956,emilyy_fitness,28933,3752,283,89,29594,60849,10.717147306145067,943,fitness,100,80,99.0,92.7,0,Elite
2957,idakrus,13584,705,42,25,25253,42090,7.021762076364019,685,fitness,100,80,99.0,92.7,0,Elite
2958,philitajana,45914,2449,120,61,72160,153074,6.797480697557388,709,fitness,100,80,99.0,92.7,0,Elite
2959,lolitarydell,13624,1617,83,57,17562,29269,10.262096481624791,784,fashion,100,80,99.0,92.7,0,Elite
2960,nicosibilia,12473,1361,52,20,21051,31073,10.69281567091969,528,fitness,100,80,99.0,92.7,0,Elite
2961,lilmissmaz,27990,2109,69,37,32263,76733,6.294692564311749,900,fitness,100,80,99.0,92.7,0,Elite
2962,morgan_mitchell,32869,1632,34,21,54509,96209,6.897933977169147,972,fashion,100,80,99.0,92.7,0,Elite
2963,marian.escoto,15111,835,66,42,27639,55333,5.458356696812569,706,fashion,100,80,99.0,92.7,0,Elite
2964,thesaramagnolia,28350,2265,129,46,54307,74996,6.680309606886593,740,fashion,100,80,99.0,92.7,0,Elite
2965,mincux77,22588,1759,87,53,40770,86076,8.491749324017103,698,food,100,80,99.0,92.7,0,Elite
2966,balancebymolly,18268,1669,35,13,22916,41104,8.837623351243652,881,food,100,80,99.0,92.7,0,Elite
2967,rubythompstone,12645,998,61,27,19101,29523,6.43445112804204,520,fashion,100,80,99.0,92.7,0,Elite
2968,molly_yancy,23137,2085,85,46,45052,92529,7.026139567830802,718,fitness,100,80,99.0,92.7,0,Elite
2969,jujuonther0cks,25948,3074,187,66,44593,78168,9.57657380766719,884,fitness,100,80,99.0,92.7,0,Elite
2970,stefanielienardo,30491,1971,126,63,45809,112091,7.286368233907548,541,fashion,100,80,99.0,92.7,0,Elite
2971,angelina.js,10203,796,62,31,11452,27810,9.442520362298422,543,fitness,100,80,99.0,92.7,0,Elite
2972,madeleinekettner,13734,1308,75,30,15957,38771,7.59409054205805,562,fitness,100,80,99.0,92.7,0,Elite
2973,alexyvivilifestyle,56151,3610,153,46,60729,140762,7.206263959341827,805,fashion,100,80,99.0,92.7,0,Elite
2974,the.real.slim.sadieee,21970,1130,75,41,29983,36239,5.404808518094422,624,fashion,100,80,99.0,92.7,0,Elite
2975,anjis_u,14852,1436,80,40,15156,35743,7.820836569698035,534,fashion,100,80,99.0,92.7,0,Elite
2976,alex.bosch.official,55826,4963,146,46,88227,213092,8.264286108718814,720,fitness,100,80,99.0,92.7,0,Elite
