video_id,category,title,title_length,title_word_count,has_number,has_question,has_exclamation,title_caps_ratio,tag_count,desc_length,publish_hour,publish_day,duration_sec,view_count,like_count,comment_count,view_median,view_std,views_z,viral_label
uH20WWTCc1I,Fitness,Workout Video Day 1 | Zumba Fitness With Unique Beats | Vivek Sir,65,13,1,0,0,0.15384615384615385,0,0,23,1,2360,238793,5015,340,34161.0,1157802.153867799,0.17674176828605678,medium
BjehPieVe78,Fitness,Best Place in India for Yoga Teacher Training Courses 🇮🇳 #shorts #explore #yogateachertraining,94,13,0,0,0,0.07446808510638298,27,1447,6,2,87,32,3,0,34161.0,1157802.153867799,-0.029477402409373077,medium
OyxZAFlpsZA,Fitness,Don't waste your time with walking and yoga. Lift weights!,58,10,0,0,1,0.034482758620689655,9,1756,15,2,1718,645027,17260,1984,34161.0,1157802.153867799,0.5276082774240117,high
PwmtfEjQM-4,Fitness,😱yoga pose challenge 💪#challenge #viralvideo #trending #shorts #sanatani #shortvideo #trendingshorts,100,10,0,0,0,0.0,0,3130,1,0,25,30103,0,6,34161.0,1157802.153867799,-0.003504916609840193,medium
6bcq737yEC4,Fitness,Challenge Accepted🔥💪🏻 #fitness #challenge #motivation #gym #ytshorts #shorts #yoga #india #viral,96,11,0,0,0,0.020833333333333332,13,0,2,1,15,4157,0,1,34161.0,1157802.153867799,-0.0259146175361373,medium
GkZeLTkG1B8,Fitness,Challenge Accepted🇮🇳💪🏻 #fitness #challenge #motivation #gym #yoga #workout #ytshorts #india #yt,95,11,0,0,0,0.021052631578947368,0,0,4,6,19,3648,55,0,34161.0,1157802.153867799,-0.026354243596859,medium
jKvnUi_maXU,Fitness,"Finally , I did it 🥷🏻🪬[Yoga India ,Indian yogini ,Yogapratice, Indian fitness,]#gym #yoga #viral",96,14,0,0,0,0.07291666666666667,0,0,12,1,16,1289,30,9,34161.0,1157802.153867799,-0.028391724691637955,medium
EInam44cUNA,Fitness,Yoga for kids: fun and relaxing exercises for health and physical fitness.,74,12,0,0,0,0.013513513513513514,3,654,11,1,484,481954,1212,0,34161.0,1157802.153867799,0.38676124284627145,high
cYnmB_9izbA,Fitness,"Upper body Shoulder, Hips, Abs & Chest Workout 🔥 #ChestWorkout #abs #HipFix #ShoulderDay",88,13,0,0,0,0.13636363636363635,10,4786,12,0,5,923346,0,41,34161.0,1157802.153867799,0.7679939072747048,high
0WXpm8utZNg,Fitness,Challenge Accepted🇮🇳💪🏻 #fitness #challenge #ytshorts #shorts #viral #india #yoga #gym #funny #yt,96,12,0,0,0,0.020833333333333332,12,86,2,3,16,7334,78,0,34161.0,1157802.153867799,-0.023170625404677885,medium
nGpMHs6B4hA,Fitness,"Upper Body Forearm, trips, Back & Shoulder Workout🔥#ChestWorkout #Abs #Foreams #shoulderday",91,11,0,0,0,0.10989010989010989,0,4995,14,6,6,15741,181,0,34161.0,1157802.153867799,-0.015909453906667412,medium
JBquKRBLALs,Fitness,"Uppper body shoulder, hips, abs & chest workout #chestworkout #hipfix  #abs #shoulderday",88,12,0,0,0,0.011363636363636364,0,4996,16,6,6,17193,141,0,34161.0,1157802.153867799,-0.014655353631288417,medium
jOGsDCrwacA,Fitness,"Upper body Trap, Lats, Back & Shoulder Workout #backworkout #lats #traps#shoulderday",84,11,0,0,0,0.07142857142857142,0,4786,12,6,5,64782,369,1,34161.0,1157802.153867799,0.02644752378263099,medium
aZonfWM5AmA,Fitness,Days Fat Loss Challenge | Natural Weight Loss Tips by Manmohan Yogi,67,12,0,0,0,0.14925373134328357,21,4983,14,2,705,296144,15176,1132,34161.0,1157802.153867799,0.22627613804725563,medium
SXtbDIExM40,Fitness,Full body fatloss exercise at home #shorts #lossweight #bellyfat,64,9,0,0,0,0.015625,32,820,18,2,6,43762,309,2,34161.0,1157802.153867799,0.008292435774045268,medium
kI3PZ3p7Ye4,Fitness,Varicocele Patients MUST Watch Before Lifting Weights!,54,7,0,0,1,0.18518518518518517,24,2614,14,6,174,19190,0,47,34161.0,1157802.153867799,-0.012930533899930392,medium
wJUlolr6hUw,Fitness,"Upper body Trap, Lats, Back & Shoulder Workout 🔥 #backworkout #lats #traps #shoulderday",87,13,0,0,0,0.06896551724137931,0,4786,5,0,6,12184,0,2,34161.0,1157802.153867799,-0.01898165409917642,medium
2hKCSCj1T5s,Fitness,weight loss exercises at home 🏡💪#yoga #weightloss #fitnessroutine #short #ytshorts#healthfityoga,96,10,0,0,0,0.0,37,785,17,0,5,6247,101,0,34161.0,1157802.153867799,-0.024109473200364502,medium
lxQmw9n7gys,Fitness,Which side is better? #split #legday #strengthtraining #flexibility #yoga #calisthenics #india #fyp,99,12,0,1,0,0.010101010101010102,0,0,14,2,19,7862,164,19,34161.0,1157802.153867799,-0.022714588940903706,medium
matTBynOfVo,Fitness,5 Days Belly Fat Challenge 😱 Fat Cutter Drink & Weight Loss Diet Plan | manmohan yogi sir,89,18,1,0,0,0.12359550561797752,20,4980,14,1,533,242084,8414,390,34161.0,1157802.153867799,0.17958422283583106,medium
zEtntYjTgEs,Fitness,(Day 2):- Gym vs Yoga 🧘‍♀️💪 Kon hai sabse powerful💪 #shorts #gym #yoga,70,13,1,0,0,0.05714285714285714,19,2296,9,1,65,17176,0,21,34161.0,1157802.153867799,-0.014670036623493268,medium
wJBNK0VCPNM,Fitness,I Crashed Malaika Arora’s Yoga Session & Tried Living Her 50-Year-Old Routine! | Sunday Brunch,94,15,1,0,1,0.14893617021276595,31,4557,6,6,3009,1553964,16005,611,34161.0,1157802.153867799,1.3126620942299052,viral
th88PM56lfs,Fitness,Malaika Arora Teaches Kamiya Her Famous Duck Walk! #malaikaarora #yoga #duckwalk,80,11,0,0,1,0.1,0,0,12,0,60,2956428,58010,435,34161.0,1157802.153867799,2.5239778577348133,viral
WKCIzsm1jsU,Fitness,Challenge Accepted🔥💪🏻 #fitness #challenge #motivation #yoga #gym #india #ytshorts #workout #viral,97,11,0,0,0,0.020618556701030927,0,0,12,3,14,27401,160,0,34161.0,1157802.153867799,-0.005838648664987606,medium
AtWGf2a2lMA,Fitness,Yoga for Children | Yoga for Health | Yoga for Overthinking | Kids Yoga,71,14,0,0,0,0.11267605633802817,0,393,1,1,308,7175483,20244,0,34161.0,1157802.153867799,6.167998544607488,viral
EfiR71c4mME,Fitness,"Upper body killer workout Shoulder,Hips, Abs & Chest Workout #Chest Workout #abs #HipFix#ShoulderDay",100,13,0,0,0,0.12,0,4786,12,3,5,50987,216,0,34161.0,1157802.153867799,0.014532707461106725,medium
iCccfnEsfuY,Fitness,mahadev poses ☠️🔱 || #fitness #gym #trending #shorts #explore,61,9,0,0,0,0.0,0,0,4,2,15,73641,1222,9,34161.0,1157802.153867799,0.034099090132205724,medium
OCerBafxpK4,Fitness,weight loss exercises at home 🏡💪#yoga #weightloss #fitnessroutine #short #ytshorts,82,10,0,0,0,0.0,35,785,18,6,7,42251,367,1,34161.0,1157802.153867799,0.006987376878661203,medium
Vjw1p9bWM5Q,Fitness,Challenge Accepted💪🏻🔥 #fitness #challenge #motivation #ytshorts #yoga #india #workout #gym #viral,97,11,0,0,0,0.020618556701030927,0,0,12,0,16,3447,14,0,34161.0,1157802.153867799,-0.02652784838704576,medium
mczqSlpHMLE,Fitness,Built your strength with traditional ways#yoga #workout #india,62,8,0,0,0,0.016129032258064516,0,0,5,0,35,1680,13,4,34161.0,1157802.153867799,-0.028054015870926395,medium
IJ4aDL-yfH8,Fitness,Challenge Accepted🇮🇳🔥💪🏻 #fitness #challenge #motivation #ytshorts #yoga #gym #viral #india #yt,94,11,0,0,0,0.02127659574468085,0,0,2,4,20,23854,351,0,34161.0,1157802.153867799,-0.00890221180325847,medium
qLssS2THDAc,Fitness,everyday life with challenges #minivlog #vlog #motivation #fitness #gym #yoga #women #viral #shorts,99,13,0,0,0,0.0,9,0,14,6,20,157,5,3,34161.0,1157802.153867799,-0.029369439231396236,medium
Jqdk9mHSquI,Fitness,"Upper body shoulder, hips, abs & chest workout #chestworkout #hipfix  #abs #shoulderday",87,12,0,0,0,0.011494252873563218,5,4832,11,0,6,6657,0,0,34161.0,1157802.153867799,-0.02375535397660046,medium
gqpvr03s7gA,Fitness,Trisha beautiful hard work in gym|Trisha visual,47,7,0,0,0,0.0425531914893617,0,173,4,2,5,1172238,6035,29,34161.0,1157802.153867799,0.9829632776188018,high
D_P2fhoExXc,Fashion,Footwear for every Indian outfit 🌸💕 #fashioninfluencers #fashioninfluencerindia,79,8,0,0,0,0.02531645569620253,8,255,11,0,38,29547,1238,3,47438.5,958805.5047811086,-0.018660197413118272,medium
-ahvukp2bTE,Fashion,The Outfit 💖 The Look #outfitinspo #outfitideas #fashion #ootd #styleinspo #ootdootdfashion,91,11,0,0,0,0.04395604395604396,19,2771,8,5,13,24531,792,6,47438.5,958805.5047811086,-0.023891706801610083,medium
XVKR85VpV9A,Fashion,Indian Model Cooked The Whole Show Without Saying Single Word,61,10,0,0,0,0.16393442622950818,0,131,4,6,13,234630,0,19,47438.5,958805.5047811086,0.19523406891863335,medium
xprCK1DSFao,Fashion,Inverted Triangle Body Styling Ft. Kurti & Jeans👖#stylewithme #trendingshorts #indianfashion,92,10,0,0,0,0.07608695652173914,0,344,6,3,21,1759171,12355,30,47438.5,958805.5047811086,1.7852760455216428,viral
ziWFhxkfF_8,Fashion,The Outfit 💖 The Look #outfitinspo #outfitideas #fashion #ootd #styleinspo #ootdootdfashion,91,11,0,0,0,0.04395604395604396,15,2268,8,4,13,38596,856,4,47438.5,958805.5047811086,-0.009222412633121778,medium
rCHvAYsrUBk,Fashion,The Outfit 💖 The Look #outfitinspo #outfitideas #fashion #ootd #styleinspo #ootdootdfashion,91,11,0,0,0,0.04395604395604396,19,2172,4,5,13,19998,518,2,47438.5,958805.5047811086,-0.02861946438893731,medium
ohFurDKtZx0,Fashion,Trendingoutfit 😍🎀#youtubeshorts#viralreels#trendingshorts#pintrest#aesthetic#style#summer,89,2,0,0,0,0.011235955056179775,0,486,9,5,12,28871,0,5,47438.5,958805.5047811086,-0.019365241341870357,medium
9jKES7uBSb0,Fashion,Half saree colour combination ✨ #indianfashion #india #style #ootd #saree,73,10,0,0,0,0.0136986301369863,0,0,4,5,18,89681,1815,2,47438.5,958805.5047811086,0.044057423314068055,medium
X7orruKUkkQ,Fashion,The Outfit 💖 The Look #outfitinspo #outfitideas #fashion #ootd #styleinspo #ootdootdfashion,91,11,0,0,0,0.04395604395604396,18,2966,8,6,14,8503,354,0,47438.5,958805.5047811086,-0.04060834007089771,medium
rW9T76nL7Uo,Fashion,Elegant Maroon Kurti Styling Ideas ✨ | Casual Chic Indian Fashion #shorts #fashion #meesho #trending,100,15,0,0,0,0.09,0,661,6,5,16,8275,0,2,47438.5,958805.5047811086,-0.040846135952192796,medium
Cay5lofy5Ec,Fashion,The Outfit 💖 The Looks ✨🤗 #fashion #minimalstyle #fashioninspo #styleinspo #ootdfashion #outfitinspo,100,12,0,0,0,0.04,0,1047,8,5,14,353567,0,11,47438.5,958805.5047811086,0.31928112476772635,high
AVDPgrF8UqE,Fashion,cordset collection from Myntra #fashion#ootd#short#shortvideo#trending#style#love#cute#ytshorts#song,100,5,0,0,0,0.01,27,1606,5,6,29,32348,705,17,47438.5,958805.5047811086,-0.01573885415212035,medium
bQlq3E2I1Ds,Fashion,#meesho #meesho #meeshodress #fashion #indianfashion #dress #meeshohaul #meeshofinds #style #trend,98,10,0,0,0,0.0,0,130,13,4,15,85796,310,18,47438.5,958805.5047811086,0.04000550665252685,medium
0lQ1Nr2BPXw,Fashion,Wear confidence ❤️✅💕 own the moment 👌💁 #ytshorts #shorts #style #shop #shopping #online #sale,93,14,0,0,0,0.010752688172043012,27,4107,3,0,55,1481,21,1,47438.5,958805.5047811086,-0.04793203602902959,medium
6zVVxG1IGzc,Fashion,Kashmiri Beauty in Traditional Style ✨,38,6,0,0,0,0.10526315789473684,4,1690,2,6,20,189877,3671,14,47438.5,958805.5047811086,0.14855828349934028,medium
19IORcOjHzA,Fashion,100%Pure cotton🥰 Pakistani style🤩 chikankari embroidered suits order no. 9818107317,83,10,1,0,0,0.024096385542168676,0,904,17,0,1628,398,29,2,47438.5,958805.5047811086,-0.049061566465181235,medium
Ob3cGwsJt_o,Fashion,Pretty in Pink Sharara Set 🌸✨#fashion#meesho#trending #outfit #style #ootd #song #shorts#reels,94,11,0,0,0,0.0425531914893617,0,609,4,6,19,20719,0,2,47438.5,958805.5047811086,-0.027867487062561196,medium
zrE05L6prBc,Fashion,Summer Fashion Trends 2026 (for indian men only) | BeYourBest by San Kalra,74,13,1,0,0,0.10810810810810811,19,3783,16,2,666,46602,2122,154,47438.5,958805.5047811086,-0.0008724397136111244,medium
CUkuw43O93c,Fashion,#beautiful #dress #style #fancy #new #collection #partywear #outfit #shorts #shortsfeed #ytshorts,97,11,0,0,0,0.0,0,0,6,5,16,9151,272,0,47438.5,958805.5047811086,-0.03993249914511169,medium
7OremS9Uh8E,Fashion,✨♥️New Trendy Party Wear Saree Design 2026 | ✨Beautiful Saree Design✨#youtub,76,11,1,0,0,0.11842105263157894,0,4784,15,6,9,29383,164,7,47438.5,958805.5047811086,-0.018831243573348068,medium
lmnmPs3HlIg,Fashion,STOP Wearing These Outdated Indian Trends in 2026 | What to Stop Buying That Look 'CHEAP' Now,93,17,1,0,0,0.21505376344086022,19,1502,7,5,537,170694,2452,251,47438.5,958805.5047811086,0.12855109757441238,medium
QpQxv8Q6JzY,Fashion,5 Best Mehendi Outfits for Bride 💚 traditional Indian wear. wedding wear #fashion #wedding #shorts,98,15,1,0,0,0.05102040816326531,35,291,6,0,16,1909,0,0,47438.5,958805.5047811086,-0.04748564726940549,medium
ZaiVR0EMTt0,Fashion,Rich Girl Ethnic Look 🤑 Wedding Guest Outfit 💫. #fashion #style #viral #ootd #lehenga  #classylook,98,15,0,0,0,0.07142857142857142,0,1198,10,6,17,21682,367,9,47438.5,958805.5047811086,-0.026863112353406965,medium
-lCpeGk_7cI,Fashion,stricts parents allowed outfits❤️#ootd#fashion#shorts #shortvideo#trending#style #cute#love#ytshorts,100,6,0,0,0,0.0,21,1747,6,0,15,298190,6640,35,47438.5,958805.5047811086,0.26152488565159576,medium
H-iENiv1mtw,Fashion,Luxury street fashion gone crazy 🔥 Full price reveal in video 👀,63,12,0,0,0,0.031746031746031744,11,831,7,1,10,55614,0,6,47438.5,958805.5047811086,0.008526755383894498,medium
T7EV9cUVKSg,Fashion,"Summer Season Ka Sabse Stylish Live 😍 | Premium Outfits, Imported Vibes & Trendy Fashion Dhamaka 💃👗",99,17,0,0,0,0.13131313131313133,27,4849,15,4,12877,27956,476,3,47438.5,958805.5047811086,-0.020319553760225623,medium
-AXUK3qeJPo,Fashion,Saree & Blouse Colour combinations 🌸💕 #fashioninfluencer #indianfashion,71,8,0,0,0,0.04225352112676056,9,741,11,5,42,251632,6256,12,47438.5,958805.5047811086,0.21296654950538332,medium
bGgyH7V3BIs,Fashion,imported grip summer fabric open kotset #outfitideas #shorts #youtubeshorts #video #fyp #dress,94,12,0,0,0,0.0,0,1607,15,6,33,48275,1000,7,47438.5,958805.5047811086,0.0008724397136111244,medium
fjFGWIcwbAA,Fashion,Indian Fashion Shines at Cannes! ❤️|Alia Bhatt||Cannes||Indian culture||India||Fashion| #shorts,95,9,0,0,1,0.10526315789473684,8,352,9,1,27,1761556,0,581,47438.5,958805.5047811086,1.7877635155957163,viral
Ar_yCkdr1cQ,Fashion,stylish imported (Maria B) viral design 3pc suit #outfitideas #shorts #youtubeshorts #viral #video,98,13,1,0,0,0.02040816326530612,0,1290,12,0,33,4792,125,3,47438.5,958805.5047811086,-0.044478780928292674,medium
oSKcQjBPMsA,Fashion,2026 trending Short kurti outfit ✨#ootd#fashion#shorts #shortvideo#trending#style#cute#love#ytshorts,100,7,1,0,0,0.01,22,1920,6,5,15,393989,8375,15,47438.5,958805.5047811086,0.3614398314068045,high
LfyNt4oxNsw,Fashion,The outfit🖤The look🫶 #fashion #minimalstyle #fashiontrends #outfitideas #fashion #ootdguide #song,97,10,0,0,0,0.020618556701030927,12,1707,13,3,11,32528,0,3,47438.5,958805.5047811086,-0.015551120561624233,medium
pPPchVuyP0o,Fashion,Fashion is the attitude you wear 💕👌💁✅ #shorts #ytshorts #shopping #shop #sale #style #online,92,14,0,0,0,0.010869565217391304,27,4000,6,0,36,697,9,0,47438.5,958805.5047811086,-0.04874972011207935,medium
Y-0aBTp9xm0,Fashion,THE SUMMER LOOK 🩵🤍 #fashion #indianfashion#girlsfashion#ootd #fashioninspo#style#love#summeroutfits,99,7,0,0,0,0.13131313131313133,5,828,8,2,11,30436,0,5,47438.5,958805.5047811086,-0.017733002068945777,medium
-d996Xr3yLk,Fashion,SPARKLE QUEEN DRESS - SHOHONA YALTIROQ LIBOS 👑👗 #fashion #wedding #dress #style #beautiful #shorts,98,14,0,0,0,0.37755102040816324,0,0,8,4,15,138354,977,23,47438.5,958805.5047811086,0.0948216291486099,medium
UXGoyYkadRQ,Fashion,SATIN COTTON WITH MACHINE EMBROIDERY WITHOUT LINING #komalscollection #trendingnow #fashion,91,10,0,0,0,0.4945054945054945,0,2591,13,0,43,1341,14,0,47438.5,958805.5047811086,-0.048078051043859905,medium
4atoGXoDeAo,Fashion,#meesho #meeshodress #funny #indianfashion #saree,49,5,0,0,0,0.0,0,97,4,6,16,61033,188,7,47438.5,958805.5047811086,0.014178579422219284,medium
kzcJmvo_Udo,Fashion,#meesho #meeshodress #funny #fashion #indianfashion #saree #meeshohaul #trendingshorts,86,8,0,0,0,0.0,0,60,11,5,15,30637,167,1,47438.5,958805.5047811086,-0.017523366226225114,medium
EiD55Wk3vN0,Fashion,Men Look🔥Best in Short Kurta 😍 | Indian Outfit Style 2026 #shorts,65,12,1,0,0,0.12307692307692308,10,65,2,1,10,152279,0,13,47438.5,958805.5047811086,0.1093449083022679,medium
7NxrSzP9nr0,Fashion,Nitu Bist Stunning Designer Outfit Breakdown 😍 #shorts #fashion #celebrityfashion #nitubisht,92,11,0,0,0,0.06521739130434782,0,908,0,0,10,774,14,0,47438.5,958805.5047811086,-0.04866941185392268,medium
ARmZPKKzITg,Fashion,Indians Slaying at Cannes 2026...! #indian #cannes #cannesfilmfestival #shorts,78,9,1,0,1,0.038461538461538464,16,264,10,5,55,649962,9988,209,47438.5,958805.5047811086,0.6284105556293752,high
f4wUMAb4edA,Fashion,₹35000😱 VS ₹350😂#hardikpandya #style #shorts #fashion #mensfashion,66,7,1,0,0,0.030303030303030304,0,1285,6,4,8,4052538,10772,60,47438.5,958805.5047811086,4.177176163495586,viral
UES7_oogKgY,Fashion,2 Pants Every Guy Needs in 2026 👖🔥|Malayalam| #glowup #menfashion,65,10,1,0,0,0.07692307692307693,0,543,11,0,28,195440,3719,5,47438.5,958805.5047811086,0.15436029441006197,medium
yPIm4kg1EU0,Fashion,Oye Hoye💗 Ye Pink Lehenga🤌🥰 #indianfashion #ootdguide #ootd #viral #desilook,76,10,0,0,0,0.06578947368421052,0,394,2,4,12,173473,2562,39,47438.5,958805.5047811086,0.1314494956187941,medium
VNVvz-CK1pk,Fashion,✨Wedding Guest Outfit Collection 2026 💖#shorts #dress #fashion #trending #weddingguest #viral #yt,97,12,1,0,0,0.041237113402061855,5,1455,12,6,11,248962,3352,4,47438.5,958805.5047811086,0.2101818345796909,medium
7iIl2EpibqI,Fashion,Coachella outfits #coachella,28,3,0,0,0,0.03571428571428571,0,0,13,6,8,4309901,44531,1544,47438.5,958805.5047811086,4.4455966082225435,viral
culvOciUmHI,Fashion,Top 7 Attractive Outfit Ideas For Summer #mensfashion #polotshirt #oldmoney #outfitideas #summer,96,12,1,0,0,0.0625,0,2364,12,5,24,269694,10644,31,47438.5,958805.5047811086,0.23180457234727708,medium
ufIsyIh0k3A,Fashion,Streetwear Looks Every Guy Should Try 👟🔥 #mensfashion #fashiontips #streetwear,78,10,0,0,0,0.07692307692307693,16,740,13,0,27,654,0,0,47438.5,958805.5047811086,-0.04879456758092009,medium
lQX93NUrwks,Fashion,✨♥️New Trendy Party Wear Saree Design 2026 | ✨Beautiful Saree Design✨#youtub,76,11,1,0,0,0.11842105263157894,13,4945,15,3,8,116230,805,5,47438.5,958805.5047811086,0.07174708494785376,medium
pNeI6mTqIXg,Fashion,Top 5 Summer Dresses for Girls You NEED in 2026❤️✨,50,10,1,0,0,0.18,3,1548,3,3,16,3219509,42738,73,47438.5,958805.5047811086,3.308356579287862,viral
DFDnsgxw5Q4,Food,PANEER ROLL By Granny | Indian Street Food | Paneer recipes | Street Food | Kathi Roll-Village Food,99,18,0,0,0,0.2222222222222222,14,99,7,3,602,245203,4089,96,347821.5,520407.7070472407,-0.19718866306237212,medium
qc7iiJE027o,Food,Best Indian Street Food in Old Delhi!! (Sells Out in 30 Minutes),64,12,1,0,1,0.140625,25,2053,11,2,1659,1495750,25024,1153,347821.5,520407.7070472407,2.205825325903168,viral
Q2v9RQoZoO8,Food,100+ Cheese Samosas! 🧀 By Granny || Street Samosa | Indian Recipes | cheese recipes | Perfect Samosa,100,18,1,0,1,0.1,14,100,10,6,526,363056,4919,93,347821.5,520407.7070472407,0.0292741629182234,medium
czXtRTI5KGk,Food,I cooked 🇮🇳 Indian street food for 24 HOURS😱,44,9,1,0,0,0.1590909090909091,1,300,10,5,1897,332587,9902,330,347821.5,520407.7070472407,-0.0292741629182234,medium
c3pm0GgHWGA,Food,Street Style Ragda Chaat | Indian Street Food | Easy Chaat Recipe | Kunal Kapur Recipes,87,16,0,0,0,0.14942528735632185,6,2254,11,3,516,48725,1248,70,347821.5,520407.7070472407,-0.5747349548242742,low
H6idfFmIiUk,Food,World’s Heaviest Indian Street Food Plate | Non-Stop Meat Cooking,65,10,0,0,0,0.15384615384615385,18,617,11,6,737,735294,3272,193,347821.5,520407.7070472407,0.7445556527179308,high
D97RSu926Sc,Travel,TOP 10 HONEYMOON Destinations from India | Best Honeymoon Places Budget to Luxury | Cost & Itinerary,100,17,1,0,0,0.21,13,4993,14,6,1764,880,19,1,81207.0,1623610.6524731375,-0.04947429968979524,medium
saxHa1A2FNM,Travel,Ep:04 India's First Village - Mana VillageBadrinath Dham || Char Dham,69,11,1,0,0,0.14492753623188406,11,774,4,5,1261,28416,1237,66,81207.0,1623610.6524731375,-0.03251456863724502,medium
Ak4S6X1GGYc,Travel,Visiting India’s Closest Village to Sky | Himachal Pradesh,58,9,0,0,0,0.1206896551724138,22,1785,12,4,1646,3022494,72812,4134,81207.0,1623610.6524731375,1.8115716323490083,viral
8hrz0FZXU_Y,Travel,Top 10 Best Low Budget Summer Destinations In India 2026 😍☀️|| Summer Paradise😱 || Explore India🔥||,99,16,1,0,0,0.12121212121212122,15,4033,14,5,505,4935,0,4,81207.0,1623610.6524731375,-0.04697677973707549,medium
6sHA_WvYFKE,Travel,#1193 Going to the last village of India #csktrip #therainbowgirlvlogs #shorts,78,11,1,0,0,0.02564102564102564,0,885,13,5,90,110346,10611,95,81207.0,1623610.6524731375,0.01794703672066607,medium
FF7m7WzHlTc,Travel,😱 #song #dhakatobarishal #travelblog #barishaltravels #travelwebsite #travel #vlog 😱,84,9,0,0,0,0.0,0,0,7,6,32,23623,314,4,81207.0,1623610.6524731375,-0.03546663106224768,medium
mWgW2hsFWeA,Travel,Flying To India's Most Beautiful Islands 🇮🇳😍 |Andaman & Nicobar| #EP-1,70,11,1,0,0,0.14285714285714285,24,829,5,5,2901,509896,14552,315,81207.0,1623610.6524731375,0.2640343602987617,medium
Z0wPXRt8KeE,Travel,지상 최악의 여행지라는 인도 입국 브이로그 - 인도(1),31,8,1,0,0,0.0,14,399,10,0,1312,169163,5539,896,81207.0,1623610.6524731375,0.05417308630367909,medium
ErHhEIcqwew,Travel,Our Baby's First Trip! 🇮🇹 | World's Most Beautiful City,55,10,0,0,1,0.14545454545454545,22,1047,16,4,737,3549941,121787,5619,81207.0,1623610.6524731375,2.1364321518316656,viral
ykkcvEhgM6E,Travel,"Bali Travel Guide 2026 | Budget, Itinerary, Scooty Rent, Packages & Tips | Bali Tourist Places",94,16,1,0,0,0.1276595744680851,27,1922,5,6,933,140472,1877,91,81207.0,1623610.6524731375,0.03650197780466985,medium
wF7JywhqeRM,Travel,Sikkim Tour 2026 | Sikkim Tourist Places | Sikkim Tour Package | Sikkim Travel Guide | Sikkim Trip,98,18,1,0,0,0.1326530612244898,9,2901,5,5,2152,517146,4951,233,81207.0,1623610.6524731375,0.26849971656441357,medium
rxwg_HgELb0,Travel,Top 10 Best Places to Visit in July in India 2026 🌧️🇮🇳 | Mansoon Destinations 😱 | Explore India 🔥 |,99,21,1,0,0,0.10101010101010101,13,3361,14,6,369,8397,0,2,81207.0,1623610.6524731375,-0.0448444951313256,medium
BBCfAzgv1jg,Travel,Finally Our Train Journey with Family ❤️  Best Trip of Our Life,63,12,0,0,0,0.14285714285714285,34,919,2,6,1080,649491,23657,2049,81207.0,1623610.6524731375,0.350012485526854,high
_i9_1jGuULc,Travel,സെന്റ് മേരീസ് ഐലൻഡും ഉഡുപ്പി ഫുഡ് ടൂറും | Hidden Beach Paradise & Udupi Evening Street Food Tour,96,16,0,0,0,0.08333333333333333,25,1450,14,0,1338,11361,434,133,81207.0,1623610.6524731375,-0.043018934307685316,medium
ptzGUXGD-N0,Travel,हमारी पहली विदेश यात्रा😍 India to bhutan by road 🚙 Ep-01 ,57,11,1,0,0,0.03508771929824561,0,1566,12,2,2438,221063,6899,1162,81207.0,1623610.6524731375,0.08613887805365573,medium
Mh7dl2IIs3I,Travel,Himachal Complete Tour Plan 2026 | Shimla | Manali | Dharamshala | Dalhousie Itinerary + Budget,95,16,1,0,0,0.10526315789473684,18,1932,12,2,2085,84610,1065,147,81207.0,1623610.6524731375,0.0020959458444156165,medium
V2wUHRqLeJk,Travel,GIRLS TRIP TO JAIPUR??? *chaos*,31,5,0,1,0,0.5483870967741935,21,1381,15,6,1635,38128,0,499,81207.0,1623610.6524731375,-0.026532838974898717,medium
wz7NDeHbCS4,Travel,"FIRST TIME At Athirappilly Waterfalls, Kerala! | The ‘Niagara of South India’ is UNREAL! 😲🇮🇳",92,15,0,0,1,0.25,10,1409,12,6,15,5889,280,8,81207.0,1623610.6524731375,-0.04638920044363661,medium
qktrf0dp2to,Travel,most beautiful places in India #travel #nature #kashmir #explore #yt short,74,11,0,0,0,0.013513513513513514,0,408,9,0,16,175834,2932,17,81207.0,1623610.6524731375,0.058281829979287846,medium
VYrKNj5fAYY,Travel,Kolkata to Darjeeling by Bus | KOLKATA TO DARJEELING | BUS JOURNEY | Travel Vlog,80,15,0,0,0,0.425,21,2362,12,5,1435,1171,15,2,81207.0,1623610.6524731375,-0.04929506952796012,medium
1HwRSOh5zR0,Travel,Living 5 DAYS on India's Biggest Cruise Ship,44,8,1,0,0,0.20454545454545456,2,1084,13,2,1477,10705863,263554,7222,81207.0,1623610.6524731375,6.543844722757991,viral
hCcHjLtTwqU,Travel,Secret Indian destinations that don't feel real 😍 #travel #explore #shorts  #facts,82,12,0,0,0,0.024390243902439025,25,1476,13,0,46,69,3,0,81207.0,1623610.6524731375,-0.04997380368033919,medium
BnodyzpfNG4,Travel,Meghalaya travel | Beautiful and underrated tourist destination in India #shorts #northeastindia,96,12,0,0,0,0.03125,0,643,12,0,33,999,0,0,81207.0,1623610.6524731375,-0.049401006255917645,medium
PByK6EOfdjw,Travel,Shimla Manali Tourist Places 2026 | Shimla Manali Tour Guide | Shimla Manali Tour Plan & Budget,95,17,1,0,0,0.1368421052631579,20,3195,13,6,1498,111962,792,60,81207.0,1623610.6524731375,0.018942349234499643,medium
